"","pollster","date_start","date_median","date_end","mode","sample_size","sample_space","percent_biden","percent_trump","state_abb","state_full"
"723","SurveyMonkey",2020-08-01,2020-08-16,2020-08-31,"Internet",689,"LV",32,67,"AR","Arkansas"
"724","SurveyMonkey",2020-09-01,2020-09-15,2020-09-30,"Internet",771,"LV",38,62,"AR","Arkansas"
"725","SurveyMonkey",2020-09-15,2020-09-28,2020-10-12,"Internet",1231,"LV",39,59,"AR","Arkansas"
"726","Hendrix College",2020-10-11,2020-10-12,2020-10-13,"Internet",647,"LV",34,58,"AR","Arkansas"
"727","SurveyMonkey",2020-10-20,2020-10-26,2020-11-01,"Internet",1161,"LV",38,61,"AR","Arkansas"
"728","OH Predictive Insights",2019-02-12,2019-02-12,2019-02-13,"IVR/Live Phone",600,"LV",46,46,"AZ","Arizona"
"729","OH Predictive Insights",2019-05-01,2019-05-01,2019-05-02,"IVR/Live Phone",600,"LV",49,44,"AZ","Arizona"
"730","Fabrizio Ward",2019-07-29,2019-07-30,2019-07-31,"Live Phone",600,"LV",50,45,"AZ","Arizona"
"731","OH Predictive Insights",2019-08-13,2019-08-13,2019-08-14,"IVR/Live Phone",600,"LV",45,43,"AZ","Arizona"
"732","Bendixen & Amandi International",2019-09-09,2019-09-10,2019-09-12,"Live Phone",520,"RV",42,43,"AZ","Arizona"
"733","Siena College/The New York Times Upshot",2019-10-13,2019-10-18,2019-10-23,"Live Phone",652,"LV",49,46,"AZ","Arizona"
"734","Siena College/The New York Times Upshot",2019-10-13,2019-10-18,2019-10-23,"Live Phone",652,"RV",50,45,"AZ","Arizona"
"735","Emerson College",2019-10-25,2019-10-26,2019-10-28,"IVR/Internet",901,"RV",50,50,"AZ","Arizona"
"736","OH Predictive Insights",2019-12-03,2019-12-03,2019-12-04,"IVR/Live Phone",628,"LV",44,46,"AZ","Arizona"
"737","Public Policy Polling",2020-01-02,2020-01-03,2020-01-04,"IVR",760,"V",46,46,"AZ","Arizona"
"738","Fabrizio, Lee & Associates",2020-01-22,2020-01-23,2020-01-24,"Live Phone",1000,"LV",45,50,"AZ","Arizona"
"739","Climate Nexus",2020-02-11,2020-02-13,2020-02-15,"Internet",539,"RV",42,46,"AZ","Arizona"
"740","Public Policy Polling",2020-03-02,2020-03-02,2020-03-03,"IVR",666,"V",48,47,"AZ","Arizona"
"741","OH Predictive Insights",2020-03-03,2020-03-03,2020-03-04,"IVR/Live Phone",600,"LV",49,43,"AZ","Arizona"
"742","Latino Decisions",2020-03-06,2020-03-08,2020-03-11,"Internet/Live Phone",1036,"RV",50,42,"AZ","Arizona"
"743","Marist College",2020-03-10,2020-03-12,2020-03-15,"Live Phone",2523,"RV",47,46,"AZ","Arizona"
"744","Monmouth University",2020-03-11,2020-03-12,2020-03-14,"Live Phone",847,"RV",46,43,"AZ","Arizona"
"745","OH Predictive Insights",2020-04-07,2020-04-07,2020-04-08,"IVR/Live Phone",600,"LV",52,43,"AZ","Arizona"
"746","GBAO",2020-04-13,2020-04-14,2020-04-16,"Live Phone",500,"LV",47,46,"AZ","Arizona"
"747","OH Predictive Insights",2020-05-09,2020-05-10,2020-05-11,"IVR/Live Phone",600,"LV",50,43,"AZ","Arizona"
"748","Redfield & Wilton Strategies",2020-05-10,2020-05-12,2020-05-14,"Internet",946,"LV",45,41,"AZ","Arizona"
"749","HighGround Inc.",2020-05-18,2020-05-20,2020-05-22,"Live Phone",400,"LV",47,45,"AZ","Arizona"
"750","Morning Consult",2020-05-17,2020-05-21,2020-05-26,"Internet",784,"LV",45,47,"AZ","Arizona"
"751","Change Research",2020-05-29,2020-05-30,2020-05-31,"Internet",329,"LV",44,45,"AZ","Arizona"
"752","Fox News",2020-05-30,2020-05-31,2020-06-02,"Live Phone",1002,"RV",46,42,"AZ","Arizona"
"753","Siena College/The New York Times Upshot",2020-06-08,2020-06-12,2020-06-16,"Live Phone",650,"RV",48,41,"AZ","Arizona"
"754","Change Research",2020-06-12,2020-06-13,2020-06-14,"Internet",201,"LV",45,44,"AZ","Arizona"
"755","Civiqs",2020-06-13,2020-06-14,2020-06-15,"Internet",1368,"RV",49,45,"AZ","Arizona"
"756","Redfield & Wilton Strategies",2020-06-14,2020-06-15,2020-06-17,"Internet",865,"LV",43,39,"AZ","Arizona"
"757","SurveyMonkey",2020-06-08,2020-06-19,2020-06-30,"Internet",2365,"LV",46,52,"AZ","Arizona"
"758","Change Research",2020-06-26,2020-06-27,2020-06-28,"Internet",311,"LV",51,44,"AZ","Arizona"
"759","Gravis Marketing",2020-06-27,2020-06-27,2020-06-27,"IVR/Internet",527,"LV",45,49,"AZ","Arizona"
"760","Data Orbital",2020-06-27,2020-06-28,2020-06-29,"Live Phone",600,"LV",47,45,"AZ","Arizona"
"761","OH Predictive Insights",2020-07-06,2020-07-06,2020-07-07,"IVR/Live Phone",600,"LV",49,44,"AZ","Arizona"
"762","CBS/YouGov",2020-07-07,2020-07-08,2020-07-10,"Internet",1087,"LV",46,46,"AZ","Arizona"
"763","Change Research",2020-07-10,2020-07-11,2020-07-12,"Internet",345,"LV",51,45,"AZ","Arizona"
"764","SurveyMonkey",2020-07-01,2020-07-16,2020-07-31,"Internet",4995,"LV",47,51,"AZ","Arizona"
"765","Public Policy Polling",2020-07-17,2020-07-17,2020-07-18,"IVR",960,"V",49,45,"AZ","Arizona"
"766","Marist College",2020-07-14,2020-07-18,2020-07-22,"Live Phone",826,"RV",50,45,"AZ","Arizona"
"767","CNN/SSRS",2020-07-18,2020-07-21,2020-07-24,"Live Phone",873,"RV",49,45,"AZ","Arizona"
"768","Redfield & Wilton Strategies",2020-07-19,2020-07-21,2020-07-23,"Internet",858,"LV",46,38,"AZ","Arizona"
"769","Morning Consult",2020-07-17,2020-07-21,2020-07-26,"Internet",908,"LV",49,42,"AZ","Arizona"
"770","Change Research",2020-07-24,2020-07-25,2020-07-26,"Internet",365,"LV",47,45,"AZ","Arizona"
"771","Data for Progress",2020-07-24,2020-07-28,2020-08-02,"Internet",1215,"LV",45,43,"AZ","Arizona"
"772","OH Predictive Insights",2020-08-03,2020-08-03,2020-08-04,"IVR/Live Phone",603,"LV",49,45,"AZ","Arizona"
"773","Trafalgar Group",2020-08-05,2020-08-06,2020-08-08,"IVR",1013,"LV",45,46,"AZ","Arizona"
"774","Change Research",2020-08-07,2020-08-08,2020-08-09,"Internet",428,"LV",45,44,"AZ","Arizona"
"775","Emerson College",2020-08-08,2020-08-09,2020-08-10,"IVR/Internet",661,"LV",53,47,"AZ","Arizona"
"776","SurveyMonkey",2020-08-01,2020-08-16,2020-08-31,"Internet",6456,"LV",47,52,"AZ","Arizona"
"777","Redfield & Wilton Strategies",2020-08-16,2020-08-17,2020-08-18,"Internet",856,"LV",47,38,"AZ","Arizona"
"778","Change Research",2020-08-21,2020-08-22,2020-08-23,"Internet",344,"LV",49,47,"AZ","Arizona"
"779","Basswood Research",2020-08-29,2020-08-30,2020-08-31,"Live Phone",800,"LV",48,49,"AZ","Arizona"
"780","Fox News",2020-08-29,2020-08-30,2020-09-01,"Live Phone",772,"LV",49,40,"AZ","Arizona"
"781","Redfield & Wilton Strategies",2020-08-30,2020-09-01,2020-09-04,"Internet",830,"LV",48,43,"AZ","Arizona"
"782","Benenson Strategy Group/GS Strategy Group",2020-08-28,2020-09-02,2020-09-08,"Internet",1600,"LV",48,47,"AZ","Arizona"
"783","Morning Consult",2020-08-29,2020-09-02,2020-09-07,"Internet",901,"LV",49,46,"AZ","Arizona"
"784","Change Research",2020-09-04,2020-09-05,2020-09-06,"Internet",470,"LV",49,45,"AZ","Arizona"
"785","Kaiser Family Foundation",2020-08-29,2020-09-05,2020-09-13,"Internet",1298,"RV",45,40,"AZ","Arizona"
"786","OH Predictive Insights",2020-09-08,2020-09-09,2020-09-10,"IVR/Live Phone",600,"LV",52,42,"AZ","Arizona"
"787","YouGov",2020-09-09,2020-09-10,2020-09-11,"Internet",1106,"LV",47,44,"AZ","Arizona"
"788","Gravis Marketing",2020-09-10,2020-09-10,2020-09-11,"IVR/Internet",684,"LV",50,48,"AZ","Arizona"
"789","Patinkin Research Strategies",2020-09-10,2020-09-11,2020-09-13,"Live Phone",679,"LV",49,46,"AZ","Arizona"
"790","Siena College/The New York Times Upshot",2020-09-10,2020-09-12,2020-09-15,"Live Phone",653,"LV",49,40,"AZ","Arizona"
"791","Monmouth University",2020-09-11,2020-09-13,2020-09-15,"Live Phone",420,"LV",47,47,"AZ","Arizona"
"792","Ipsos",2020-09-11,2020-09-13,2020-09-16,"Internet",565,"LV",47,46,"AZ","Arizona"
"793","Redfield & Wilton Strategies",2020-09-12,2020-09-14,2020-09-16,"Internet",855,"LV",47,42,"AZ","Arizona"
"794","Data Orbital",2020-09-14,2020-09-15,2020-09-17,"Live Phone",550,"LV",49,47,"AZ","Arizona"
"795","SurveyMonkey",2020-09-01,2020-09-15,2020-09-30,"Internet",7100,"LV",51,47,"AZ","Arizona"
"796","ABC News/The Washington Post",2020-09-15,2020-09-17,2020-09-20,"Live Phone",579,"LV",48,49,"AZ","Arizona"
"797","Hart Research Associates",2020-09-17,2020-09-18,2020-09-19,"Internet",400,"LV",53,42,"AZ","Arizona"
"798","Data for Progress",2020-09-15,2020-09-18,2020-09-22,"Internet",481,"LV",45,46,"AZ","Arizona"
"799","Change Research",2020-09-18,2020-09-19,2020-09-20,"Internet",262,"LV",49,43,"AZ","Arizona"
"800","Redfield & Wilton Strategies",2020-09-23,2020-09-24,2020-09-26,"Internet",871,"LV",47,44,"AZ","Arizona"
"801","Data for Progress",2020-09-23,2020-09-25,2020-09-28,"Internet",808,"LV",50,46,"AZ","Arizona"
"802","Strategies 360",2020-09-24,2020-09-26,2020-09-29,"Internet/Live Phone",800,"LV",49,45,"AZ","Arizona"
"803","Susquehanna Polling & Research Inc.",2020-09-25,2020-09-26,2020-09-28,"Live Phone",500,"LV",47,47,"AZ","Arizona"
"804","Targoz Market Research",2020-09-23,2020-09-27,2020-10-02,"Internet",1045,"LV",45,46,"AZ","Arizona"
"805","Suffolk University",2020-09-26,2020-09-28,2020-09-30,"Live Phone",500,"LV",50,46,"AZ","Arizona"
"806","SurveyMonkey",2020-09-15,2020-09-28,2020-10-12,"Internet",5778,"LV",51,47,"AZ","Arizona"
"807","HighGround Inc.",2020-09-29,2020-10-02,2020-10-05,"Live Phone",400,"LV",46,45,"AZ","Arizona"
"808","Latino Decisions",2020-09-28,2020-10-02,2020-10-06,"Internet",600,"LV",48,45,"AZ","Arizona"
"809","Patinkin Research Strategies",2020-10-01,2020-10-02,2020-10-03,"Live Phone",604,"LV",50,46,"AZ","Arizona"
"810","Siena College/The New York Times Upshot",2020-10-01,2020-10-02,2020-10-03,"Live Phone",655,"LV",49,41,"AZ","Arizona"
"811","Change Research",2020-10-02,2020-10-03,2020-10-04,"Internet",296,"LV",51,45,"AZ","Arizona"
"812","Ipsos",2020-09-29,2020-10-03,2020-10-07,"Internet",633,"LV",48,46,"AZ","Arizona"
"813","Basswood Research",2020-10-03,2020-10-04,2020-10-05,"Live Phone",800,"LV",48,48,"AZ","Arizona"
"814","Data Orbital",2020-10-03,2020-10-04,2020-10-05,"Live Phone",550,"LV",48,43,"AZ","Arizona"
"815","Redfield & Wilton Strategies",2020-10-04,2020-10-05,2020-10-07,"Internet",727,"LV",49,43,"AZ","Arizona"
"816","OH Predictive Insights",2020-10-04,2020-10-06,2020-10-08,"Live Phone",608,"LV",50,47,"AZ","Arizona"
"817","Morning Consult",2020-10-02,2020-10-06,2020-10-11,"Internet",1144,"LV",49,46,"AZ","Arizona"
"818","Trafalgar Group",2020-10-06,2020-10-07,2020-10-08,"IVR",1087,"LV",44,48,"AZ","Arizona"
"819","Redfield & Wilton Strategies",2020-10-09,2020-10-09,2020-10-10,"Internet",720,"LV",48,46,"AZ","Arizona"
"820","Monmouth University",2020-10-09,2020-10-11,2020-10-13,"Live Phone",502,"LV",51,44,"AZ","Arizona"
"821","Redfield & Wilton Strategies",2020-10-10,2020-10-11,2020-10-13,"Internet",750,"LV",48,45,"AZ","Arizona"
"822","YouGov",2020-10-13,2020-10-14,2020-10-16,"Internet",1074,"LV",50,47,"AZ","Arizona"
"823","Morning Consult",2020-10-11,2020-10-15,2020-10-20,"Internet",1066,"LV",47,48,"AZ","Arizona"
"824","RMG Research",2020-10-14,2020-10-16,2020-10-19,"IVR/Internet",800,"LV",47,46,"AZ","Arizona"
"825","Data Orbital",2020-10-16,2020-10-17,2020-10-18,"Live Phone",550,"LV",47,42,"AZ","Arizona"
"826","Change Research",2020-10-16,2020-10-17,2020-10-19,"Internet",232,"LV",51,45,"AZ","Arizona"
"827","Ipsos",2020-10-14,2020-10-17,2020-10-21,"Internet",658,"LV",49,46,"AZ","Arizona"
"828","Rasmussen Reports/Pulse Opinion Research",2020-10-18,2020-10-18,2020-10-19,"IVR/Internet",800,"LV",48,46,"AZ","Arizona"
"829","Y2 Analytics",2020-10-15,2020-10-19,2020-10-24,"Internet",700,"LV",50,47,"AZ","Arizona"
"830","Susquehanna Polling & Research Inc.",2020-10-19,2020-10-20,2020-10-22,"Live Phone",500,"LV",46,47,"AZ","Arizona"
"831","Latino Decisions/North Star Opinion Research",2020-10-17,2020-10-21,2020-10-25,"Internet/Live Phone",725,"RV",50,45,"AZ","Arizona"
"832","Patinkin Research Strategies",2020-10-21,2020-10-22,2020-10-24,"Live Phone",729,"LV",52,45,"AZ","Arizona"
"833","OH Predictive Insights",2020-10-22,2020-10-23,2020-10-25,"IVR/Live Phone",716,"LV",49,46,"AZ","Arizona"
"834","The Justice Collaborative Institute",2020-10-22,2020-10-23,2020-10-25,"Internet",1007,"RV",49,43,"AZ","Arizona"
"835","Ipsos",2020-10-21,2020-10-24,2020-10-27,"Internet",714,"LV",48,46,"AZ","Arizona"
"836","Swayable",2020-10-23,2020-10-24,2020-10-26,"Internet",304,"RV",52,44,"AZ","Arizona"
"837","SurveyMonkey",2020-10-20,2020-10-26,2020-11-01,"Internet",3807,"LV",52,47,"AZ","Arizona"
"838","CNN/SSRS",2020-10-23,2020-10-26,2020-10-30,"Live Phone",865,"LV",50,46,"AZ","Arizona"
"839","Morning Consult",2020-10-22,2020-10-26,2020-10-31,"Internet",1059,"LV",48,46,"AZ","Arizona"
"840","Trafalgar Group",2020-10-25,2020-10-26,2020-10-28,"IVR",1002,"LV",46,49,"AZ","Arizona"
"841","Gravis Marketing",2020-10-26,2020-10-27,2020-10-28,"IVR/Internet",704,"LV",48,44,"AZ","Arizona"
"842","Redfield & Wilton Strategies",2020-10-26,2020-10-27,2020-10-29,"Internet",889,"LV",50,46,"AZ","Arizona"
"843","Rasmussen Reports/Pulse Opinion Research",2020-10-27,2020-10-28,2020-10-29,"IVR/Internet",800,"LV",45,49,"AZ","Arizona"
"844","Siena College/The New York Times Upshot",2020-10-26,2020-10-28,2020-10-30,"Live Phone",1252,"LV",49,43,"AZ","Arizona"
"845","Data Orbital",2020-10-28,2020-10-29,2020-10-30,"Internet",550,"LV",46,45,"AZ","Arizona"
"846","Data Orbital",2020-10-28,2020-10-29,2020-10-30,"Live Phone",550,"LV",46,45,"AZ","Arizona"
"847","Data for Progress",2020-10-27,2020-10-29,2020-11-01,"Internet",1195,"LV",50,47,"AZ","Arizona"
"848","Swayable",2020-10-27,2020-10-29,2020-11-01,"Internet",360,"LV",51,46,"AZ","Arizona"
"849","Emerson College",2020-10-29,2020-10-30,2020-10-31,"IVR/Internet",732,"LV",48,46,"AZ","Arizona"
"850","Ipsos",2020-10-27,2020-10-30,2020-11-02,"Internet",610,"LV",50,48,"AZ","Arizona"
"851","AtlasIntel",2020-10-30,2020-10-30,2020-10-31,"Internet",641,"LV",48,50,"AZ","Arizona"
"852","Change Research",2020-10-29,2020-10-30,2020-11-01,"Internet",409,"LV",50,47,"AZ","Arizona"
"853","Marist College",2020-10-29,2020-10-30,2020-11-01,"Live Phone",717,"LV",48,48,"AZ","Arizona"
"854","Morning Consult",2020-08-07,2020-08-11,2020-08-16,"Internet",947,"LV",45,47,"AZ","Arizona"
"855","Morning Consult",2020-08-21,2020-08-25,2020-08-30,"Internet",943,"LV",52,42,"AZ","Arizona"
"856","SurveyUSA",2019-08-01,2019-08-03,2019-08-05,"Internet",2184,"RV",61,27,"CA","California"
"857","AtlasIntel",2020-02-24,2019-08-28,2019-03-02,"Internet",1100,"RV",62,26,"CA","California"
"858","SurveyUSA",2019-09-13,2019-09-14,2019-09-15,"Internet",1785,"RV",57,31,"CA","California"
"859","Emerson College",2019-09-13,2019-09-14,2019-09-16,"IVR/Internet",830,"RV",64,36,"CA","California"
"860","SurveyUSA",2019-10-15,2019-10-15,2019-10-16,"Internet",1242,"RV",59,32,"CA","California"
"861","SurveyUSA",2019-11-20,2019-11-21,2019-11-22,"Internet",2039,"RV",59,32,"CA","California"
"862","CNN/SSRS",2019-12-04,2019-12-06,2019-12-08,"Live Phone",1011,"RV",56,36,"CA","California"
"863","SurveyUSA",2020-01-14,2020-01-15,2020-01-16,"Internet",1967,"RV",59,35,"CA","California"
"864","YouGov",2020-02-01,2020-02-08,2020-02-15,"Internet",1200,"LV",60,30,"CA","California"
"865","SurveyUSA",2020-02-13,2020-02-14,2020-02-16,"Internet",1196,"RV",57,37,"CA","California"
"866","University of California, Berkeley",2020-02-20,2020-02-22,2020-02-25,"Internet",6002,"LV",58,31,"CA","California"
"867","CNN/SSRS",2020-02-22,2020-02-24,2020-02-26,"Live Phone",951,"RV",60,35,"CA","California"
"868","YouGov",2020-02-26,2020-02-27,2020-02-28,"Internet",1507,"RV",59,31,"CA","California"
"869","Public Policy Polling",2020-03-28,2020-03-28,2020-03-29,"IVR",962,"V",67,29,"CA","California"
"870","Emerson College",2020-05-08,2020-05-08,2020-05-09,"IVR/Internet",800,"RV",65,35,"CA","California"
"871","SurveyUSA",2020-05-18,2020-05-18,2020-05-19,"Internet",537,"LV",58,30,"CA","California"
"872","Public Policy Institute of California",2020-05-17,2020-05-21,2020-05-26,"Live Phone",1048,"LV",57,33,"CA","California"
"873","SurveyMonkey",2020-06-08,2020-06-19,2020-06-30,"Internet",8412,"LV",62,36,"CA","California"
"874","SurveyMonkey",2020-07-01,2020-07-16,2020-07-31,"Internet",19027,"LV",63,35,"CA","California"
"875","University of California, Berkeley",2020-07-21,2020-07-24,2020-07-27,"Internet",6756,"LV",67,28,"CA","California"
"876","Redfield & Wilton Strategies",2020-08-09,2020-08-09,2020-08-09,"Internet",1904,"LV",61,25,"CA","California"
"877","SurveyMonkey",2020-08-01,2020-08-16,2020-08-31,"Internet",17537,"LV",63,35,"CA","California"
"878","Spry Strategies",2020-08-29,2020-08-30,2020-09-01,"IVR/Internet",600,"LV",56,39,"CA","California"
"879","Public Policy Institute of California",2020-09-04,2020-09-08,2020-09-13,"Live Phone",1168,"LV",60,31,"CA","California"
"880","University of California, Berkeley",2020-09-09,2020-09-12,2020-09-15,"Internet",5942,"LV",67,28,"CA","California"
"881","SurveyMonkey",2020-09-01,2020-09-15,2020-09-30,"Internet",20346,"LV",63,35,"CA","California"
"882","Redfield & Wilton Strategies",2020-09-19,2020-09-20,2020-09-21,"Internet",1885,"LV",62,28,"CA","California"
"883","SurveyUSA",2020-09-26,2020-09-27,2020-09-28,"Internet",558,"LV",59,32,"CA","California"
"884","SurveyMonkey",2020-09-15,2020-09-28,2020-10-12,"Internet",21492,"LV",63,36,"CA","California"
"885","Public Policy Institute of California",2020-10-09,2020-10-13,2020-10-18,"Live Phone",1185,"LV",58,32,"CA","California"
"886","University of California, Berkeley",2020-10-16,2020-10-18,2020-10-21,"Internet",5352,"LV",65,29,"CA","California"
"887","Swayable",2020-10-23,2020-10-24,2020-10-26,"Internet",635,"RV",62,35,"CA","California"
"888","SurveyMonkey",2020-10-20,2020-10-26,2020-11-01,"Internet",10925,"LV",62,36,"CA","California"
"889","David Binder Research",2020-10-28,2020-10-30,2020-11-01,"Internet",800,"LV",62,31,"CA","California"
"890","Fabrizio Ward",2019-07-29,2019-07-30,2019-07-31,"Live Phone",600,"LV",51,42,"CO","Colorado"
"891","Emerson College",2019-08-16,2019-08-17,2019-08-19,"IVR/Internet",1000,"RV",55,45,"CO","Colorado"
"892","Climate Nexus",2020-02-15,2020-02-17,2020-02-19,"Internet",485,"RV",46,43,"CO","Colorado"
"893","Montana State University Bozeman/University of Denver",2020-04-10,2020-04-14,2020-04-19,"Internet",380,"LV",53,35,"CO","Colorado"
"894","Keating Research/OnSight Public Affairs/Melanson",2020-05-01,2020-05-02,2020-05-03,"Internet",600,"LV",55,36,"CO","Colorado"
"895","Global Strategy Group",2020-05-07,2020-05-09,2020-05-11,"Internet",800,"RV",53,40,"CO","Colorado"
"896","Morning Consult",2020-05-17,2020-05-21,2020-05-26,"Internet",572,"LV",50,42,"CO","Colorado"
"897","SurveyMonkey",2020-06-08,2020-06-19,2020-06-30,"Internet",1088,"LV",57,42,"CO","Colorado"
"898","Public Policy Polling",2020-06-29,2020-06-29,2020-06-30,"IVR",840,"V",56,39,"CO","Colorado"
"899","SurveyMonkey",2020-07-01,2020-07-16,2020-07-31,"Internet",2337,"LV",58,40,"CO","Colorado"
"900","Morning Consult",2020-07-17,2020-07-21,2020-07-26,"Internet",616,"LV",52,39,"CO","Colorado"
"901","Public Policy Polling",2020-07-23,2020-07-23,2020-07-24,"IVR",891,"V",54,41,"CO","Colorado"
"902","SurveyMonkey",2020-08-01,2020-08-16,2020-08-31,"Internet",2385,"LV",57,41,"CO","Colorado"
"903","Global Strategy Group",2020-08-28,2020-08-30,2020-09-01,"Internet",800,"LV",53,41,"CO","Colorado"
"904","Fabrizio Ward/Hart Research Associates",2020-08-30,2020-09-02,2020-09-05,"Live Phone",800,"LV",50,40,"CO","Colorado"
"905","Morning Consult",2020-08-29,2020-09-02,2020-09-07,"Internet",657,"LV",49,43,"CO","Colorado"
"906","SurveyMonkey",2020-09-01,2020-09-15,2020-09-30,"Internet",2717,"LV",57,41,"CO","Colorado"
"907","SurveyMonkey",2020-09-15,2020-09-28,2020-10-12,"Internet",3875,"LV",57,41,"CO","Colorado"
"908","SurveyUSA",2020-10-01,2020-10-03,2020-10-06,"Internet",1021,"LV",50,40,"CO","Colorado"
"909","Morning Consult",2020-10-02,2020-10-06,2020-10-11,"Internet",837,"LV",54,40,"CO","Colorado"
"910","YouGov",2020-10-05,2020-10-07,2020-10-09,"Internet",800,"LV",47,38,"CO","Colorado"
"911","BKeating Research/OnSight Public Affairs/Melanson",2020-10-08,2020-10-10,2020-10-13,"Internet",519,"LV",54,39,"CO","Colorado"
"912","RMG Research",2020-10-09,2020-10-12,2020-10-15,"IVR/Internet",800,"LV",51,43,"CO","Colorado"
"913","Civiqs",2020-10-11,2020-10-12,2020-10-14,"Internet",1013,"LV",54,42,"CO","Colorado"
"914","RBI Strategies & Research",2020-10-12,2020-10-14,2020-10-16,"Live Phone",502,"LV",55,38,"CO","Colorado"
"915","Morning Consult",2020-10-11,2020-10-15,2020-10-20,"Internet",788,"LV",55,39,"CO","Colorado"
"916","SurveyMonkey",2020-10-20,2020-10-26,2020-11-01,"Internet",2677,"LV",55,43,"CO","Colorado"
"917","Morning Consult",2020-10-22,2020-10-26,2020-10-31,"Internet",727,"LV",54,41,"CO","Colorado"
"918","Swayable",2020-10-23,2020-10-27,2020-11-01,"Internet",455,"LV",55,41,"CO","Colorado"
"919","Data for Progress",2020-10-27,2020-10-29,2020-11-01,"Internet",709,"LV",54,42,"CO","Colorado"
"920","Keating Research/OnSight Public Affairs/Melanson",2020-10-29,2020-10-30,2020-11-01,"Internet",502,"LV",53,41,"CO","Colorado"
"921","Morning Consult",2020-08-07,2020-08-11,2020-08-16,"Internet",601,"LV",51,41,"CO","Colorado"
